ticket_id,created_ts,first_response_ts,resolved_ts,channel,issue_type,agent_id,handle_seconds,acw_seconds,first_touch_resolved
T0003163,2025-11-17T13:38:20.215921-06:00,2025-11-17T13:38:20.215921-06:00,2025-11-17T13:41:53.726744-06:00,chat,bug,A012,209,52,True
T0003171,2025-11-17T13:39:10.194380-06:00,2025-11-17T13:39:10.194383-06:00,2025-11-17T13:44:10.380988-06:00,chat,bug,A004,267,52,True
T0003196,2025-11-17T13:40:49.067131-06:00,2025-11-17T13:40:49.067131-06:00,2025-11-17T13:43:59.243821-06:00,chat,login,A004,173,44,True
T0003173,2025-11-17T13:43:58.202718-06:00,2025-11-17T13:43:58.202719-06:00,2025-11-17T13:47:26.998436-06:00,email,login,A015,194,100,True
T0003194,2025-11-17T13:45:29.043785-06:00,2025-11-17T13:45:29.043785-06:00,2025-11-17T13:50:22.468299-06:00,chat,login,A009,255,75,True
T0003166,2025-11-17T13:47:46.486104-06:00,2025-11-17T13:47:46.486107-06:00,2025-11-17T13:53:12.190236-06:00,phone,login,A014,281,67,False
T0003172,2025-11-17T13:48:14.872473-06:00,2025-11-17T13:48:14.872474-06:00,2025-11-17T13:52:27.281138-06:00,phone,billing,A010,251,62,True
T0003190,2025-11-17T13:49:08.671631-06:00,2025-11-17T13:49:08.671632-06:00,2025-11-17T13:54:00.774173-06:00,email,bug,A010,250,61,False
T0003177,2025-11-17T13:49:59.020473-06:00,2025-11-17T13:49:59.020474-06:00,2025-11-17T13:54:37.462126-06:00,chat,bug,A002,231,112,True
T0003167,2025-11-17T13:50:58.729749-06:00,2025-11-17T13:50:58.729750-06:00,2025-11-17T13:55:41.228165-06:00,email,bug,A008,227,60,True
T0003170,2025-11-17T13:51:14.027904-06:00,2025-11-17T13:51:14.027904-06:00,2025-11-17T13:56:02.013265-06:00,chat,billing,A008,252,59,True
T0003181,2025-11-17T13:51:59.908579-06:00,2025-11-17T13:51:59.908580-06:00,2025-11-17T13:55:39.368084-06:00,email,bug,A015,202,148,True
T0003178,2025-11-17T13:54:14.348577-06:00,2025-11-17T13:54:14.348579-06:00,2025-11-17T13:58:40.474964-06:00,chat,login,A020,212,69,True
T0003193,2025-11-17T13:55:33.886711-06:00,2025-11-17T13:55:33.886712-06:00,2025-11-17T13:58:24.107593-06:00,phone,login,A002,140,28,True
T0003165,2025-11-17T13:55:46.215499-06:00,2025-11-17T13:55:46.215502-06:00,2025-11-17T14:02:04.584131-06:00,email,billing,A006,323,54,True
T0003195,2025-11-17T13:55:56.278464-06:00,2025-11-17T13:55:56.278466-06:00,2025-11-17T14:00:57.085946-06:00,email,billing,A012,282,56,True
T0003191,2025-11-17T13:57:39.112479-06:00,2025-11-17T13:57:39.112481-06:00,2025-11-17T14:01:38.235311-06:00,chat,bug,A015,190,70,True
T0003184,2025-11-17T13:58:33.057072-06:00,2025-11-17T13:58:33.057072-06:00,2025-11-17T14:02:27.423124-06:00,email,login,A019,188,69,True
T0003192,2025-11-17T13:58:49.401617-06:00,2025-11-17T13:58:49.401619-06:00,2025-11-17T14:05:05.810396-06:00,chat,login,A011,340,53,True
T0003185,2025-11-17T13:59:16.458907-06:00,2025-11-17T13:59:16.458907-06:00,2025-11-17T14:03:00.445644-06:00,phone,billing,A017,200,44,True
T0003169,2025-11-17T13:59:20.668680-06:00,2025-11-17T13:59:20.668682-06:00,2025-11-17T14:04:57.711923-06:00,chat,bug,A015,304,63,True
T0003208,2025-11-17T14:00:13.843865-06:00,2025-11-17T14:00:14.074518-06:00,2025-11-17T14:06:39.405296-06:00,email,billing,A014,367,37,False
T0003198,2025-11-17T14:01:28.926386-06:00,2025-11-17T14:01:32.023094-06:00,2025-11-17T14:05:46.119714-06:00,email,login,A019,251,107,True
T0003233,2025-11-17T14:03:10.660418-06:00,2025-11-17T14:03:12.061856-06:00,2025-11-17T14:06:31.267214-06:00,phone,bug,A004,198,29,True
T0003228,2025-11-17T14:03:10.696297-06:00,2025-11-17T14:03:14.748270-06:00,2025-11-17T14:07:55.791239-06:00,email,billing,A001,223,62,True
T0003235,2025-11-17T14:03:25.151854-06:00,2025-11-17T14:03:25.374357-06:00,2025-11-17T14:08:04.116065-06:00,email,bug,A013,272,96,True
T0003213,2025-11-17T14:05:17.778100-06:00,2025-11-17T14:05:17.962682-06:00,2025-11-17T14:10:33.450519-06:00,chat,billing,A013,270,54,True
T0003227,2025-11-17T14:05:34.811219-06:00,2025-11-17T14:05:34.862950-06:00,2025-11-17T14:10:33.872299-06:00,email,login,A011,275,61,False
T0003214,2025-11-17T14:05:59.845261-06:00,2025-11-17T14:06:00.994298-06:00,2025-11-17T14:09:49.019028-06:00,chat,bug,A003,193,62,True
T0003231,2025-11-17T14:06:26.026821-06:00,2025-11-17T14:06:27.081108-06:00,2025-11-17T14:10:11.517668-06:00,phone,bug,A009,186,57,True
T0003215,2025-11-17T14:07:26.166488-06:00,2025-11-17T14:07:27.054586-06:00,2025-11-17T14:11:20.892385-06:00,chat,login,A020,188,54,True
T0003217,2025-11-17T14:07:30.189481-06:00,2025-11-17T14:07:31.687475-06:00,2025-11-17T14:12:14.435306-06:00,email,billing,A019,256,66,False
T0003238,2025-11-17T14:07:42.257641-06:00,2025-11-17T14:07:45.479335-06:00,2025-11-17T14:10:18.433100-06:00,email,billing,A018,139,76,True
T0003223,2025-11-17T14:08:08.705122-06:00,2025-11-17T14:08:10.033019-06:00,2025-11-17T14:12:38.465819-06:00,chat,login,A015,246,46,True
T0003220,2025-11-17T14:09:20.507725-06:00,2025-11-17T14:09:21.082317-06:00,2025-11-17T14:13:06.082526-06:00,email,billing,A011,172,46,True
T0003211,2025-11-17T14:09:36.735885-06:00,2025-11-17T14:09:37.014970-06:00,2025-11-17T14:13:39.384801-06:00,phone,login,A009,215,68,True
T0003230,2025-11-17T14:10:22.751807-06:00,2025-11-17T14:10:23.369933-06:00,2025-11-17T14:13:31.011906-06:00,email,login,A002,169,56,True
T0003199,2025-11-17T14:10:26.447687-06:00,2025-11-17T14:10:27.078212-06:00,2025-11-17T14:14:48.944733-06:00,phone,bug,A007,249,97,True
T0003237,2025-11-17T14:11:33.973492-06:00,2025-11-17T14:11:34.819389-06:00,2025-11-17T14:15:02.671309-06:00,email,bug,A006,200,40,True
T0003225,2025-11-17T14:12:21.363563-06:00,2025-11-17T14:12:21.535345-06:00,2025-11-17T14:16:37.281238-06:00,chat,login,A014,208,60,True
T0003204,2025-11-17T14:13:53.618445-06:00,2025-11-17T14:13:54.594205-06:00,2025-11-17T14:17:49.102579-06:00,chat,login,A016,203,68,True
T0003206,2025-11-17T14:14:19.747933-06:00,2025-11-17T14:14:20.436285-06:00,2025-11-17T14:17:55.608579-06:00,email,login,A018,193,44,True
T0003216,2025-11-17T14:14:34.231787-06:00,2025-11-17T14:14:36.357612-06:00,2025-11-17T14:19:26.973879-06:00,email,billing,A017,285,70,False
T0003234,2025-11-17T14:15:26.665973-06:00,2025-11-17T14:15:28.230085-06:00,2025-11-17T14:22:12.962597-06:00,email,bug,A020,364,51,True
T0003219,2025-11-17T14:15:27.994745-06:00,2025-11-17T14:15:28.311890-06:00,2025-11-17T14:21:04.878871-06:00,chat,bug,A001,277,47,False
T0003224,2025-11-17T14:16:54.689204-06:00,2025-11-17T14:16:54.932785-06:00,2025-11-17T14:21:31.698629-06:00,email,login,A001,226,81,True
T0003203,2025-11-17T14:17:06.988353-06:00,2025-11-17T14:17:08.053954-06:00,2025-11-17T14:23:21.550967-06:00,chat,billing,A014,320,59,True
T0003222,2025-11-17T14:17:14.877919-06:00,2025-11-17T14:17:14.897631-06:00,2025-11-17T14:20:28.994344-06:00,chat,billing,A020,188,112,False
T0003229,2025-11-17T14:17:23.635969-06:00,2025-11-17T14:17:25.348193-06:00,2025-11-17T14:20:55.347127-06:00,email,bug,A001,197,32,True
T0003197,2025-11-17T14:17:33.546640-06:00,2025-11-17T14:17:34.162679-06:00,2025-11-17T14:22:17.248552-06:00,email,bug,A016,274,49,True
T0003210,2025-11-17T14:19:01.791717-06:00,2025-11-17T14:19:02.197384-06:00,2025-11-17T14:24:00.990023-06:00,chat,billing,A009,245,42,True
T0003218,2025-11-17T14:19:12.045087-06:00,2025-11-17T14:19:13.070954-06:00,2025-11-17T14:24:32.122740-06:00,email,bug,A002,307,50,True
T0003232,2025-11-17T14:19:34.085404-06:00,2025-11-17T14:19:34.768267-06:00,2025-11-17T14:25:04.981331-06:00,email,bug,A018,303,51,True
T0003226,2025-11-17T14:23:14.428622-06:00,2025-11-17T14:23:14.650506-06:00,2025-11-17T14:27:20.918917-06:00,phone,login,A020,216,51,True
T0003212,2025-11-17T14:23:16.824981-06:00,2025-11-17T14:23:19.078719-06:00,2025-11-17T14:29:25.912731-06:00,chat,billing,A013,357,40,True
T0003236,2025-11-17T14:23:37.999934-06:00,2025-11-17T14:23:38.516922-06:00,2025-11-17T14:27:26.512572-06:00,chat,billing,A016,190,68,True
T0003207,2025-11-17T14:23:47.726558-06:00,2025-11-17T14:23:48.097023-06:00,2025-11-17T14:27:14.098036-06:00,email,bug,A016,167,56,True
T0003201,2025-11-17T14:23:54.069898-06:00,2025-11-17T14:23:54.475932-06:00,2025-11-17T14:27:32.850055-06:00,chat,login,A018,218,69,True
T0003221,2025-11-17T14:25:37.403413-06:00,2025-11-17T14:25:39.831086-06:00,2025-11-17T14:29:32.109117-06:00,chat,bug,A008,192,44,True
T0003209,2025-11-17T14:27:08.951922-06:00,2025-11-17T14:27:10.848746-06:00,2025-11-17T14:36:08.914098-06:00,email,login,A016,510,69,True
T0003200,2025-11-17T14:28:33.578845-06:00,2025-11-17T14:28:33.971480-06:00,2025-11-17T14:34:00.869525-06:00,chat,billing,A001,308,96,True
T0003202,2025-11-17T14:29:00.269567-06:00,2025-11-17T14:29:03.134670-06:00,2025-11-17T14:34:42.884314-06:00,email,login,A008,286,54,True
T0003205,2025-11-17T14:29:04.528147-06:00,2025-11-17T14:29:04.749845-06:00,2025-11-17T14:33:23.059348-06:00,email,bug,A015,211,57,True
T0003273,2025-11-17T14:30:11.180964-06:00,2025-11-17T14:30:11.181168-06:00,2025-11-17T14:33:42.445822-06:00,email,billing,A006,187,51,True
T0003241,2025-11-17T14:30:49.290163-06:00,2025-11-17T14:30:49.290177-06:00,2025-11-17T14:35:28.861230-06:00,email,bug,A002,221,102,True
T0003271,2025-11-17T14:30:58.276146-06:00,2025-11-17T14:30:58.276167-06:00,2025-11-17T14:35:28.277813-06:00,email,bug,A008,236,53,True
T0003260,2025-11-17T14:32:24.765870-06:00,2025-11-17T14:32:24.765899-06:00,2025-11-17T14:35:01.140179-06:00,email,login,A015,155,82,False
T0003269,2025-11-17T14:32:44.570581-06:00,2025-11-17T14:32:44.570766-06:00,2025-11-17T14:37:43.767942-06:00,chat,billing,A013,258,70,True
T0003243,2025-11-17T14:32:49.054253-06:00,2025-11-17T14:32:49.054476-06:00,2025-11-17T14:37:07.467623-06:00,email,login,A011,246,39,False
T0003252,2025-11-17T14:32:53.676793-06:00,2025-11-17T14:32:53.676870-06:00,2025-11-17T14:35:19.988795-06:00,chat,bug,A001,117,26,False
T0003270,2025-11-17T14:33:43.866363-06:00,2025-11-17T14:33:43.866403-06:00,2025-11-17T14:39:41.304398-06:00,email,billing,A005,332,81,True
T0003244,2025-11-17T14:34:55.454509-06:00,2025-11-17T14:34:55.454570-06:00,2025-11-17T14:37:56.237068-06:00,email,bug,A001,173,71,True
T0003242,2025-11-17T14:35:11.280066-06:00,2025-11-17T14:35:11.280282-06:00,2025-11-17T14:39:25.611284-06:00,phone,bug,A019,208,57,True
T0003254,2025-11-17T14:35:36.294243-06:00,2025-11-17T14:35:36.294377-06:00,2025-11-17T14:40:11.568909-06:00,chat,bug,A010,217,62,False
T0003246,2025-11-17T14:36:27.172891-06:00,2025-11-17T14:36:27.172998-06:00,2025-11-17T14:43:46.983334-06:00,email,bug,A007,394,37,False
T0003274,2025-11-17T14:36:34.240677-06:00,2025-11-17T14:36:34.240684-06:00,2025-11-17T14:40:23.905486-06:00,chat,billing,A005,189,55,True
T0003259,2025-11-17T14:37:08.647024-06:00,2025-11-17T14:37:08.647210-06:00,2025-11-17T14:41:17.700474-06:00,email,billing,A012,216,35,True
T0003263,2025-11-17T14:37:10.120530-06:00,2025-11-17T14:37:10.120539-06:00,2025-11-17T14:42:04.292060-06:00,phone,bug,A010,240,55,True
T0003279,2025-11-17T14:39:26.735283-06:00,2025-11-17T14:39:26.735322-06:00,2025-11-17T14:43:48.813664-06:00,email,login,A016,244,71,True
T0003262,2025-11-17T14:41:13.193531-06:00,2025-11-17T14:41:13.193667-06:00,2025-11-17T14:45:16.688233-06:00,email,bug,A005,239,56,True
T0003239,2025-11-17T14:41:22.092021-06:00,2025-11-17T14:41:22.092166-06:00,2025-11-17T14:44:29.920092-06:00,phone,billing,A012,185,27,True
T0003268,2025-11-17T14:41:51.792409-06:00,2025-11-17T14:41:51.792435-06:00,2025-11-17T14:45:51.845968-06:00,email,login,A018,187,31,True
T0003249,2025-11-17T14:42:15.533554-06:00,2025-11-17T14:42:15.533568-06:00,2025-11-17T14:45:45.151155-06:00,email,billing,A002,192,44,True
T0003255,2025-11-17T14:42:26.608430-06:00,2025-11-17T14:42:26.608455-06:00,2025-11-17T14:46:20.555031-06:00,chat,bug,A008,223,32,True
T0003277,2025-11-17T14:43:11.310726-06:00,2025-11-17T14:43:11.310769-06:00,2025-11-17T14:49:17.124202-06:00,email,login,A003,313,51,False
T0003280,2025-11-17T14:44:53.820152-06:00,2025-11-17T14:44:53.820320-06:00,2025-11-17T14:48:31.263092-06:00,email,billing,A015,191,45,False
T0003250,2025-11-17T14:45:15.919637-06:00,2025-11-17T14:45:15.919782-06:00,2025-11-17T14:50:32.885043-06:00,phone,billing,A009,290,62,False
T0003257,2025-11-17T14:45:48.057368-06:00,2025-11-17T14:45:48.057420-06:00,2025-11-17T14:50:03.372570-06:00,chat,billing,A016,199,80,True
T0003275,2025-11-17T14:48:21.354000-06:00,2025-11-17T14:48:21.354039-06:00,2025-11-17T14:52:48.338885-06:00,phone,bug,A006,211,101,True
T0003267,2025-11-17T14:48:26.666915-06:00,2025-11-17T14:48:26.667058-06:00,2025-11-17T14:51:37.662117-06:00,phone,login,A004,144,45,True
T0003251,2025-11-17T14:49:26.708555-06:00,2025-11-17T14:49:26.708967-06:00,2025-11-17T14:53:05.910433-06:00,email,login,A015,204,90,False
T0003240,2025-11-17T14:49:39.133979-06:00,2025-11-17T14:49:39.133995-06:00,2025-11-17T14:54:25.334710-06:00,chat,billing,A016,242,31,False
T0003253,2025-11-17T14:50:22.283563-06:00,2025-11-17T14:50:22.283667-06:00,2025-11-17T14:54:09.482643-06:00,phone,billing,A014,202,51,True
T0003245,2025-11-17T14:51:39.293674-06:00,2025-11-17T14:51:39.293873-06:00,2025-11-17T14:54:50.313864-06:00,email,login,A020,152,73,False
T0003266,2025-11-17T14:54:04.715734-06:00,2025-11-17T14:54:04.715810-06:00,2025-11-17T14:57:05.227877-06:00,email,billing,A003,174,70,True
T0003265,2025-11-17T14:54:12.578307-06:00,2025-11-17T14:54:12.578322-06:00,2025-11-17T14:58:35.113867-06:00,chat,login,A015,219,63,True
T0003278,2025-11-17T14:54:43.763910-06:00,2025-11-17T14:54:43.763917-06:00,2025-11-17T14:59:03.862992-06:00,phone,bug,A008,223,31,True
T0003261,2025-11-17T14:55:08.116504-06:00,2025-11-17T14:55:08.116566-06:00,2025-11-17T14:58:23.939231-06:00,email,login,A018,144,66,True
T0003281,2025-11-17T14:56:34.443634-06:00,2025-11-17T14:56:34.443970-06:00,2025-11-17T14:59:49.261204-06:00,phone,bug,A002,153,60,True
T0003258,2025-11-17T14:57:00.068340-06:00,2025-11-17T14:57:00.068428-06:00,2025-11-17T15:01:09.724715-06:00,email,billing,A001,194,45,False
T0003264,2025-11-17T14:57:37.342179-06:00,2025-11-17T14:57:37.342249-06:00,2025-11-17T15:03:13.663637-06:00,chat,bug,A001,289,79,True
T0003276,2025-11-17T14:58:20.663747-06:00,2025-11-17T14:58:20.663850-06:00,2025-11-17T15:03:59.990551-06:00,email,login,A015,307,52,True
T0003272,2025-11-17T14:58:22.119260-06:00,2025-11-17T14:58:22.119321-06:00,2025-11-17T15:02:00.662623-06:00,email,billing,A018,173,76,True
T0003248,2025-11-17T14:58:55.866047-06:00,2025-11-17T14:58:55.866086-06:00,2025-11-17T15:03:35.988097-06:00,email,login,A014,243,76,True
T0003247,2025-11-17T14:59:22.777605-06:00,2025-11-17T14:59:22.777625-06:00,2025-11-17T15:03:50.541212-06:00,email,bug,A019,239,48,False
T0003256,2025-11-17T14:59:40.363402-06:00,2025-11-17T14:59:40.363442-06:00,2025-11-17T15:04:20.239109-06:00,email,billing,A019,222,48,True
T0003282,2025-11-17T14:59:52.215781-06:00,2025-11-17T14:59:52.215785-06:00,2025-11-17T15:06:40.184542-06:00,email,login,A015,362,51,True
T0003308,2025-11-17T15:00:57.051326-06:00,2025-11-17T15:00:57.052839-06:00,2025-11-17T15:05:41.935277-06:00,phone,bug,A011,244,44,True
T0003303,2025-11-17T15:01:29.015732-06:00,2025-11-17T15:01:29.016000-06:00,2025-11-17T15:05:04.148978-06:00,email,billing,A014,203,41,True
T0003286,2025-11-17T15:01:32.472308-06:00,2025-11-17T15:01:32.473159-06:00,2025-11-17T15:06:52.301234-06:00,phone,bug,A004,285,26,False
T0003299,2025-11-17T15:02:26.249247-06:00,2025-11-17T15:02:26.250815-06:00,2025-11-17T15:05:33.116400-06:00,email,login,A007,151,35,True
T0003310,2025-11-17T15:03:35.840110-06:00,2025-11-17T15:03:35.840349-06:00,2025-11-17T15:09:08.098422-06:00,email,login,A002,284,54,True
T0003297,2025-11-17T15:04:42.263273-06:00,2025-11-17T15:04:42.266753-06:00,2025-11-17T15:08:10.991666-06:00,phone,login,A008,203,62,True
T0003306,2025-11-17T15:05:53.384611-06:00,2025-11-17T15:05:53.385974-06:00,2025-11-17T15:08:48.575776-06:00,email,login,A006,174,31,True
T0003300,2025-11-17T15:06:15.336699-06:00,2025-11-17T15:06:15.336803-06:00,2025-11-17T15:10:46.948759-06:00,email,billing,A008,225,67,True
T0003293,2025-11-17T15:06:21.994084-06:00,2025-11-17T15:06:21.997084-06:00,2025-11-17T15:11:39.346751-06:00,chat,billing,A007,264,26,True
T0003296,2025-11-17T15:07:38.408944-06:00,2025-11-17T15:07:38.410897-06:00,2025-11-17T15:12:32.233298-06:00,email,billing,A008,284,76,True
T0003316,2025-11-17T15:07:51.715295-06:00,2025-11-17T15:07:51.716048-06:00,2025-11-17T15:12:54.430655-06:00,chat,billing,A005,248,34,False
T0003294,2025-11-17T15:08:01.291654-06:00,2025-11-17T15:08:01.292187-06:00,2025-11-17T15:11:19.180258-06:00,chat,billing,A019,186,66,True
T0003318,2025-11-17T15:08:23.853835-06:00,2025-11-17T15:08:23.855947-06:00,2025-11-17T15:12:58.585115-06:00,email,login,A017,216,26,True
T0003315,2025-11-17T15:08:35.535169-06:00,2025-11-17T15:08:35.537202-06:00,2025-11-17T15:12:38.821901-06:00,phone,login,A013,220,44,False
T0003292,2025-11-17T15:10:01.639325-06:00,2025-11-17T15:10:01.639432-06:00,2025-11-17T15:12:41.896500-06:00,email,login,A011,145,60,False
T0003295,2025-11-17T15:11:42.760977-06:00,2025-11-17T15:11:42.761883-06:00,2025-11-17T15:16:32.810572-06:00,chat,billing,A003,280,71,False
T0003307,2025-11-17T15:12:36.819599-06:00,2025-11-17T15:12:36.821150-06:00,2025-11-17T15:16:43.091272-06:00,chat,billing,A016,227,53,True
T0003304,2025-11-17T15:12:54.374104-06:00,2025-11-17T15:12:54.376189-06:00,2025-11-17T15:18:08.278222-06:00,chat,login,A008,289,67,False
T0003298,2025-11-17T15:13:08.214037-06:00,2025-11-17T15:13:08.214050-06:00,2025-11-17T15:18:18.876160-06:00,phone,billing,A001,293,59,True
T0003313,2025-11-17T15:16:40.595290-06:00,2025-11-17T15:16:40.596488-06:00,2025-11-17T15:20:30.335907-06:00,email,billing,A013,211,98,True
T0003284,2025-11-17T15:17:11.010422-06:00,2025-11-17T15:17:11.012801-06:00,2025-11-17T15:19:33.038696-06:00,phone,bug,A011,114,72,True
T0003309,2025-11-17T15:17:41.604957-06:00,2025-11-17T15:17:41.604984-06:00,2025-11-17T15:22:39.741017-06:00,email,bug,A020,243,76,True
T0003305,2025-11-17T15:17:51.797785-06:00,2025-11-17T15:17:51.798320-06:00,2025-11-17T15:23:40.205708-06:00,phone,login,A017,292,51,True
T0003283,2025-11-17T15:18:46.408239-06:00,2025-11-17T15:18:46.408929-06:00,2025-11-17T15:23:21.436566-06:00,email,login,A003,245,38,True
T0003312,2025-11-17T15:19:23.652415-06:00,2025-11-17T15:19:23.656477-06:00,2025-11-17T15:25:19.710523-06:00,phone,login,A016,348,63,False
T0003317,2025-11-17T15:19:47.120290-06:00,2025-11-17T15:19:47.120864-06:00,2025-11-17T15:23:36.612305-06:00,chat,bug,A002,174,88,False
T0003311,2025-11-17T15:20:16.599763-06:00,2025-11-17T15:20:16.602565-06:00,2025-11-17T15:23:52.727163-06:00,email,login,A016,210,52,True
T0003287,2025-11-17T15:20:32.109718-06:00,2025-11-17T15:20:32.110547-06:00,2025-11-17T15:26:42.757677-06:00,phone,login,A015,348,80,False
T0003289,2025-11-17T15:23:30.963649-06:00,2025-11-17T15:23:30.964280-06:00,2025-11-17T15:27:54.246445-06:00,email,login,A002,236,135,True
T0003301,2025-11-17T15:23:36.088804-06:00,2025-11-17T15:23:36.089882-06:00,2025-11-17T15:28:30.942995-06:00,email,billing,A006,283,56,True
T0003302,2025-11-17T15:23:52.693846-06:00,2025-11-17T15:23:52.695848-06:00,2025-11-17T15:29:04.055356-06:00,email,login,A016,271,50,True
T0003288,2025-11-17T15:24:15.102051-06:00,2025-11-17T15:24:15.103312-06:00,2025-11-17T15:29:16.025611-06:00,email,login,A017,285,39,True
T0003291,2025-11-17T15:24:15.779935-06:00,2025-11-17T15:24:15.786092-06:00,2025-11-17T15:29:42.375610-06:00,email,billing,A005,273,47,True
T0003314,2025-11-17T15:25:02.040249-06:00,2025-11-17T15:25:02.041562-06:00,2025-11-17T15:28:26.471131-06:00,chat,login,A004,176,65,True
T0003290,2025-11-17T15:27:50.305540-06:00,2025-11-17T15:27:50.306784-06:00,2025-11-17T15:31:20.336092-06:00,phone,billing,A008,181,46,True
T0003285,2025-11-17T15:28:39.941364-06:00,2025-11-17T15:28:39.941490-06:00,2025-11-17T15:32:13.831321-06:00,chat,billing,A016,166,54,True
T0003332,2025-11-17T15:30:47.602083-06:00,2025-11-17T15:30:47.602083-06:00,2025-11-17T15:35:42.099521-06:00,phone,login,A012,255,48,True
T0003339,2025-11-17T15:31:25.274510-06:00,2025-11-17T15:31:25.274510-06:00,2025-11-17T15:37:05.581357-06:00,chat,login,A011,281,46,True
T0003326,2025-11-17T15:32:30.748211-06:00,2025-11-17T15:32:30.748211-06:00,2025-11-17T15:36:41.201283-06:00,phone,billing,A004,231,104,True
T0003321,2025-11-17T15:32:38.614224-06:00,2025-11-17T15:32:38.614224-06:00,2025-11-17T15:36:56.055524-06:00,phone,login,A013,223,63,True
T0003325,2025-11-17T15:34:29.659758-06:00,2025-11-17T15:34:29.659758-06:00,2025-11-17T15:39:14.250644-06:00,chat,login,A002,239,73,True
T0003328,2025-11-17T15:36:25.147836-06:00,2025-11-17T15:36:25.147836-06:00,2025-11-17T15:40:46.569965-06:00,chat,login,A020,259,41,True
T0003337,2025-11-17T15:36:25.590874-06:00,2025-11-17T15:36:25.590874-06:00,2025-11-17T15:39:36.431871-06:00,phone,billing,A008,180,51,True
T0003327,2025-11-17T15:38:39.461299-06:00,2025-11-17T15:38:39.461299-06:00,2025-11-17T15:43:03.390324-06:00,phone,bug,A018,218,88,True
T0003336,2025-11-17T15:38:42.877499-06:00,2025-11-17T15:38:42.877499-06:00,2025-11-17T15:42:17.077302-06:00,email,bug,A007,201,35,False
T0003333,2025-11-17T15:38:46.215830-06:00,2025-11-17T15:38:46.215830-06:00,2025-11-17T15:42:55.716993-06:00,chat,billing,A013,239,57,True
T0003343,2025-11-17T15:38:46.679125-06:00,2025-11-17T15:38:46.679125-06:00,2025-11-17T15:43:34.747194-06:00,email,billing,A017,235,88,False
T0003341,2025-11-17T15:39:29.767713-06:00,2025-11-17T15:39:29.767713-06:00,2025-11-17T15:42:43.910419-06:00,chat,billing,A018,167,45,False
T0003331,2025-11-17T15:41:41.072806-06:00,2025-11-17T15:41:41.072806-06:00,2025-11-17T15:45:15.153010-06:00,email,billing,A007,204,61,True
T0003338,2025-11-17T15:42:55.491843-06:00,2025-11-17T15:42:55.491843-06:00,2025-11-17T15:47:53.559237-06:00,email,bug,A014,259,68,False
T0003334,2025-11-17T15:43:39.978428-06:00,2025-11-17T15:43:39.978428-06:00,2025-11-17T15:46:59.289583-06:00,phone,login,A001,184,44,False
T0003344,2025-11-17T15:44:10.133117-06:00,2025-11-17T15:44:10.133117-06:00,2025-11-17T15:51:25.592544-06:00,chat,login,A014,410,49,True
T0003324,2025-11-17T15:47:12.454796-06:00,2025-11-17T15:47:12.454796-06:00,2025-11-17T15:51:13.059770-06:00,chat,login,A002,232,58,True
T0003323,2025-11-17T15:47:50.024228-06:00,2025-11-17T15:47:50.024228-06:00,2025-11-17T15:51:51.483739-06:00,email,login,A017,232,55,True
T0003340,2025-11-17T15:49:24.124501-06:00,2025-11-17T15:49:24.124501-06:00,2025-11-17T15:53:24.890844-06:00,phone,bug,A013,191,70,True
T0003345,2025-11-17T15:50:09.649312-06:00,2025-11-17T15:50:09.649312-06:00,2025-11-17T15:55:34.580027-06:00,email,bug,A016,274,61,True
T0003330,2025-11-17T15:51:34.383613-06:00,2025-11-17T15:51:34.383613-06:00,2025-11-17T15:55:51.670518-06:00,email,login,A015,214,27,False
T0003335,2025-11-17T15:52:26.010615-06:00,2025-11-17T15:52:26.010615-06:00,2025-11-17T15:56:00.238417-06:00,chat,billing,A011,194,43,True
T0003329,2025-11-17T15:54:48.169140-06:00,2025-11-17T15:54:48.169140-06:00,2025-11-17T16:00:10.631521-06:00,email,login,A019,314,48,True
T0003320,2025-11-17T15:54:51.552070-06:00,2025-11-17T15:54:51.552070-06:00,2025-11-17T15:59:08.022013-06:00,email,login,A011,217,42,False
T0003319,2025-11-17T15:55:29.151713-06:00,2025-11-17T15:55:29.151713-06:00,2025-11-17T15:59:40.429799-06:00,chat,bug,A011,201,39,True
T0003322,2025-11-17T15:58:09.571068-06:00,2025-11-17T15:58:09.571068-06:00,2025-11-17T16:02:13.326090-06:00,email,bug,A014,224,56,True
T0003342,2025-11-17T15:59:04.495669-06:00,2025-11-17T15:59:04.495669-06:00,2025-11-17T16:04:02.268042-06:00,email,login,A018,243,57,False
T0003356,2025-11-17T16:00:23.457585-06:00,2025-11-17T16:00:23.457585-06:00,2025-11-17T16:05:16.505945-06:00,email,bug,A005,282,52,True
T0003346,2025-11-17T16:01:07.830997-06:00,2025-11-17T16:01:07.830997-06:00,2025-11-17T16:05:47.331344-06:00,email,billing,A005,251,45,True
T0003355,2025-11-17T16:02:52.442730-06:00,2025-11-17T16:02:52.442730-06:00,2025-11-17T16:06:39.280094-06:00,phone,billing,A001,190,75,True
T0003364,2025-11-17T16:03:00.118926-06:00,2025-11-17T16:03:00.118926-06:00,2025-11-17T16:08:59.298155-06:00,email,bug,A009,313,73,True
T0003365,2025-11-17T16:03:11.427598-06:00,2025-11-17T16:03:11.427598-06:00,2025-11-17T16:07:07.802691-06:00,email,login,A012,182,59,True
T0003348,2025-11-17T16:03:34.942036-06:00,2025-11-17T16:03:34.942036-06:00,2025-11-17T16:07:24.350972-06:00,email,login,A007,228,71,False
